typeId,author,ave_neighbor,top1,top1-5,top6-10,top2-5,top10-50,top>50,degree,top1.1,top1-5.1,top6-10.1,top2-5.1,top10-50.1,top>50.1,closeness,top1.2,top1-5.2,top6-10.2,top2-5.2,top10-50.2,top>50.2,betweenness,top1.3,top1-5.3,top6-10.3,top2-5.3,top10-50.3,top>50.3,ei_numpy,top1.4,top1-5.4,top6-10.4,top2-5.4,top10-50.4,top>50.4,katz,top1.5,top1-5.5,top6-10.5,top2-5.5,top10-50.5,top>50.5,cluster,top1.6,top1-5.6,top6-10.6,top2-5.6,top10-50.6,top>50.6,commu,top1.7,top1-5.7,top6-10.7,top2-5.7,top10-50.7,top>50.7,pagerank_numpy,top1.8,top1-5.8,top6-10.8,top2-5.8,top10-50.8,top>50.8,h2,top1.9,top1-5.9,top6-10.9,top2-5.9,top10-50.9,top>50.9,a2,top1.10,top1-5.10,top6-10.10,top2-5.10,top10-50.10,top>50.10,closeness_vitality,top1.11,top1-5.11,top6-10.11,top2-5.11,top10-50.11,top>50.11,density,periphery,avershortest,average_node_connectivity,trans,degree_assortativity,number_nodes,number_edges,number_clique,diameter
0,1,51.82291666666666,0.0,0.0,0.0,0.0,1.0,0.0,47.593935398813436,0.0,0.0,0.0,0.0,1.0,0.0,76.79892800719945,0.0,0.0,0.0,0.0,1.0,0.0,1.9487672240709268,0.0,0.0,0.0,0.0,1.0,0.0,49.82696005076725,0.0,0.0,0.0,0.0,1.0,0.0,47.91317881255396,0.0,0.0,0.0,0.0,1.0,0.0,65.15151515151516,0.0,0.0,0.0,0.0,1.0,0.0,23.84472797120948,0.0,0.0,0.0,0.0,1.0,0.0,46.84174584676143,0.0,0.0,0.0,0.0,1.0,0.0,49.826960050767106,0.0,0.0,0.0,0.0,1.0,0.0,49.826960050767106,0.0,0.0,0.0,0.0,1.0,0.0,21.223857474825717,0.0,0.0,0.0,0.0,0.0,1.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
0,2,14.0625,0.0,0.0,0.0,0.0,0.0,1.0,30.00988793671721,0.0,0.0,0.0,0.0,0.0,1.0,40.510639155971376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40663900719948404,0.0,0.0,0.0,0.0,0.0,1.0,27.113351876964913,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.010390403912992785,0.0,0.0,0.0,0.0,0.0,1.0,35.41736776818628,0.0,0.0,0.0,0.0,0.0,1.0,0.4066390071995229,0.0,0.0,0.0,0.0,0.0,1.0,0.4066390071995229,0.0,0.0,0.0,0.0,0.0,1.0,25.62612961528531,0.0,0.0,1.0,0.0,0.0,0.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
1,3,47.72727272727273,0.0,0.0,0.0,0.0,1.0,0.0,53.8892551087673,0.0,0.0,0.0,0.0,1.0,0.0,82.10533260700214,0.0,0.0,0.0,0.0,1.0,0.0,7.028208037897687,0.0,0.0,0.0,0.0,1.0,0.0,21.64029991959947,0.0,0.0,0.0,0.0,1.0,0.0,50.270206910874656,0.0,0.0,0.0,0.0,1.0,0.0,41.81818181818181,0.0,0.0,0.0,0.0,1.0,0.0,11.658410373151607,0.0,0.0,0.0,0.0,1.0,0.0,55.146066943040935,0.0,0.0,0.0,0.0,1.0,0.0,21.640299919599517,0.0,0.0,0.0,0.0,1.0,0.0,21.640299919599517,0.0,0.0,0.0,0.0,1.0,0.0,20.59127291505293,0.0,0.0,0.0,0.0,0.0,1.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
0,4,41.40625,0.0,0.0,0.0,0.0,0.0,1.0,12.607119314436385,0.0,0.0,0.0,0.0,0.0,1.0,62.641440534926005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.474161181465386,0.0,0.0,0.0,0.0,0.0,1.0,12.387034974278595,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8938625465144108,0.0,0.0,0.0,0.0,0.0,1.0,13.377869948492696,0.0,0.0,0.0,0.0,0.0,1.0,4.474161181465362,0.0,0.0,0.0,0.0,0.0,1.0,4.474161181465362,0.0,0.0,0.0,0.0,0.0,1.0,22.347017815646787,0.0,0.0,0.0,0.0,1.0,0.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
0,5,9.375,0.0,0.0,0.0,0.0,0.0,1.0,30.586684245220823,0.0,0.0,0.0,0.0,0.0,1.0,3.9340431056868335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6844626468590718e-14,0.0,0.0,0.0,0.0,0.0,1.0,26.67987869348461,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.008124278003880778,0.0,0.0,0.0,0.0,0.0,1.0,37.42574445332447,0.0,0.0,0.0,0.0,0.0,1.0,2.4707356802731474e-15,0.0,0.0,0.0,0.0,0.0,1.0,2.4707356802731474e-15,0.0,0.0,0.0,0.0,0.0,1.0,16.201910663568288,0.0,0.0,0.0,0.0,0.0,1.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
0,6,56.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.53557517527914,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7745361690785302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11239077476881258,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7745361690785255,0.0,0.0,0.0,0.0,0.0,1.0,1.7745361690785255,0.0,0.0,0.0,0.0,0.0,1.0,23.121611154144073,0.0,0.0,0.0,0.0,1.0,0.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
0,7,66.40625,0.0,0.0,0.0,0.0,1.0,0.0,21.901779828609094,0.0,0.0,0.0,0.0,0.0,1.0,70.24421955608662,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.784926108445427,0.0,0.0,0.0,0.0,0.0,1.0,21.38173183940961,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,4.043156896850758,0.0,0.0,0.0,0.0,0.0,1.0,23.381369864612804,0.0,0.0,0.0,0.0,0.0,1.0,14.784926108445413,0.0,0.0,0.0,0.0,0.0,1.0,14.784926108445413,0.0,0.0,0.0,0.0,0.0,1.0,21.68861347792409,0.0,0.0,0.0,0.0,0.0,1.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
1,8,35.06944444444444,0.0,0.0,0.0,0.0,0.0,1.0,95.20435069215557,0.0,1.0,0.0,1.0,0.0,0.0,86.8993946937204,0.0,0.0,1.0,0.0,0.0,0.0,48.30936727638418,0.0,1.0,0.0,1.0,0.0,0.0,48.66763578203384,0.0,0.0,0.0,0.0,1.0,0.0,90.6605675878682,0.0,1.0,0.0,1.0,0.0,0.0,20.22792022792023,0.0,0.0,0.0,0.0,0.0,1.0,45.278178989671495,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,48.66763578203391,0.0,0.0,0.0,0.0,1.0,0.0,48.66763578203391,0.0,0.0,0.0,0.0,1.0,0.0,11.567260521559515,0.0,0.0,0.0,0.0,0.0,1.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
0,9,46.09375,0.0,0.0,0.0,0.0,1.0,0.0,26.664469347396174,0.0,0.0,0.0,0.0,0.0,1.0,64.70443370385573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.21101421488676,0.0,0.0,0.0,0.0,0.0,1.0,26.38982105348819,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,1.2205649803492271,0.0,0.0,0.0,0.0,0.0,1.0,27.52649443871377,0.0,0.0,0.0,0.0,0.0,1.0,16.211014214886756,0.0,0.0,0.0,0.0,0.0,1.0,16.211014214886756,0.0,0.0,0.0,0.0,0.0,1.0,22.153369481022462,0.0,0.0,0.0,0.0,1.0,0.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
0,10,37.259615384615394,0.0,0.0,0.0,0.0,0.0,1.0,53.955174686882,0.0,0.0,0.0,0.0,1.0,0.0,72.1272607997177,0.0,0.0,0.0,0.0,1.0,0.0,3.2876579326217104,0.0,0.0,0.0,0.0,1.0,0.0,13.406792298885374,0.0,0.0,0.0,0.0,0.0,1.0,50.05224712894547,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,7.535201227445249,0.0,0.0,0.0,0.0,1.0,0.0,56.63351713507185,0.0,0.0,0.0,0.0,1.0,0.0,13.406792298885328,0.0,0.0,0.0,0.0,0.0,1.0,13.406792298885328,0.0,0.0,0.0,0.0,0.0,1.0,21.50787503227472,0.0,0.0,0.0,0.0,0.0,1.0,0.047265222,0.28070175399999997,2.944484135,2.952734778,0.35987626,-0.042014293,0.23031496062992127,0.27917068466730954,0.16411682892906815,0.25740318906605925
