typeId,author,ave_neighbor,degree,closeness,betweenness,ei_numpy,katz,cluster,commu,pagerank_numpy,h2,a2,closeness_vitality,density,periphery,avershortest,average_node_connectivity,trans,degree_assortativity,number_nodes,number_edges,number_clique,diameter
0,219,10.20408163,23.71428571,50.99889012,0.0,5.645472947000001,22.7279042,100.0,0.000958101,23.91452856,5.645472947000001,5.645472947000001,38.18159489,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,220,5.442176871,22.85714286,1.775630962,0.0,2.31e-14,20.5654814,100.0,1.0800000000000003e-05,26.6049469,6.99e-14,6.99e-14,30.821188800000005,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,221,5.442176871,22.85714286,1.775630962,0.0,2.79e-14,20.5654814,100.0,1.0800000000000003e-05,26.6049469,6.99e-14,6.99e-14,30.821188800000005,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,222,11.9047619,20.27428571,53.55477855,0.0,1.2599544740000002,17.86846636,100.0,0.015213397,25.13611706,1.2599544740000002,1.2599544740000002,37.82953987,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,223,12.58503401,21.76,56.24235006,0.0,10.8900573,20.53981068,100.0,0.025631031,23.23430924,10.8900573,10.8900573,37.49385951,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,224,32.99319728,18.21714286,65.17730496,0.0,6.130591405,16.57197486,100.0,0.172435812,21.65494111,6.130591405,6.130591405,36.57687899,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,225,39.45578231,31.41714286,72.19167321,0.7171071920000001,24.25374095,30.49487311,48.88888889,3.2107278210000003,31.34260696,24.25374095,24.25374095,36.01604716,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,226,27.21088435,17.94285714,62.77322404,0.0,6.625171379,16.06235676,100.0,0.172465053,21.58919,6.625171379,6.625171379,36.79793679,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,227,53.40136054,11.44,70.09916095,0.0,9.188847151000001,12.36628217,100.0,0.800017667,11.66137282,9.188847151000001,9.188847151000001,36.17160635,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,228,9.523809523999999,22.91428571,51.14079021,0.0,3.378011049,21.52387778,100.0,0.001558573,23.90849161,3.378011049,3.378011049,38.16112658,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,229,8.843537415,20.85714286,44.56838021,0.0,2.479392466,19.28577781,100.0,0.00014303,21.894997,2.479392466,2.479392466,39.24594727,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,230,19.04761905,19.81714286,60.38107753,0.0,12.01232802,19.07435469,100.0,0.045730124,21.09439218,12.01232802,12.01232802,37.03536925,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,231,2.721088435,16.16,0.887815481,0.0,1.95e-14,13.54744501,100.0,1.81e-06,26.6049469,6.99e-14,6.99e-14,30.81300147,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,232,5.442176871,22.85714286,1.775630962,0.0,3.11e-14,20.5654814,100.0,1.0800000000000003e-05,26.6049469,6.99e-14,6.99e-14,30.821188800000005,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,233,5.442176871,22.85714286,1.775630962,0.0,3.57e-14,20.5654814,100.0,1.0800000000000003e-05,26.6049469,6.99e-14,6.99e-14,30.821188800000005,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,234,26.78123881,38.73142857,72.02194357,2.326389533,38.85548612,40.30197535,33.33333333,4.965832216,36.97505,38.85548612,38.85548612,35.71720976,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,235,32.53968254,33.69142857,70.15267176,0.453480206,33.72126271,33.43300671,36.36363636,3.880483386,32.50988891,33.72126271,33.72126271,36.13066972,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,236,20.32312925,72.61714286,79.15590009,14.28219976,89.47818525,76.23008318,18.14516129,3.151299759,73.35783441,89.47818525,89.47818525,31.32061569,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,237,18.02721088,19.93142857,59.75292588,0.0,7.271283079,18.05837571,100.0,0.057749727,21.68675411,7.271283079,7.271283079,37.10086786,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
0,238,12.92517007,20.75428571,55.52870091,0.0,8.712205228,19.23495921,100.0,0.012310942,22.18699895,8.712205228,8.712205228,37.57982643,0.013798727,0.019538188,3.171759919,2.038633907,0.26461432,0.02377615,1.001968503937008,1.0004821600771456,0.7009735744089013,0.9453302961275628
